Cap Fiscal Year,Cap Type,Employer (Petitioner) Name,Industry 1,Industry 2,Occupation 1,Occupation 2,Petitioner City,Petitioner State,Petitioner ZIP Code,Tax ID,Initial Approval (Workers),Continuing Approval (Workers),Total Approval,Initial Denial (Workers),Continuing Denial (Workers),Total Denial,Worksite State,Consular Processed,Hourly Wage
2020,2nd Half,BEYOND LIMITS ADVENTURES INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Riverbank,California,95367,1352,7,0,7,0,0,0,California,Yes,$20.00 and more
2020,Exempt,BGB FARMS INC DBA BGB PACKAGING &,42,Wholesale Trade,53,Transportation and Material Moving Occupations,Tallahassee,Florida,32308,3615,0,36,36,0,0,0,Florida,No,$10.00 - $11.99
2020,2nd Half,BHAGWATI HOSPITALITY LLC DBA USA I,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,149,4,0,4,0,0,0,Maine,Yes,$12.00 - $13.99
2020,2nd Half,BIAFORE LANDSCAPE DEVELOPMENT,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,1262,16,0,16,0,0,0,West Virginia,Yes,$12.00 - $13.99
2020,1st Half,BIEBER FARMS CRAWFISH INC,11,"Agriculture, Forestry, Fishing and Hunting",53,Transportation and Material Moving Occupations,Mamou,Louisiana,70554,7083,0,165,165,0,0,0,Louisiana,Yes,$9.99 and under
2020,Exempt,BIG BEAR SHRIMP & SEAFOOD LLC,44-45,Retail Trade,51,Production Occupations,Valdosta,Georgia,31606,8344,0,3,3,0,0,0,Texas,No,$12.00 - $13.99
2020,Exempt,BIG C S ENTERPRISES LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Doniphan,Missouri,63935,4036,0,14,14,0,0,0,Missouri,No,$9.99 and under
2020,2nd Half,BIG CEDAR LLC DBA BIG CEDAR LODGE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Ridgedale,Missouri,65739,7673,32,0,32,0,0,0,Missouri,Yes,$10.00 - $11.99
2020,2nd Half,BIG CEDAR LLC DBA BIG CEDAR LODGE,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ridgedale,Missouri,65739,7673,30,0,30,0,0,0,Missouri,Yes,$10.00 - $11.99
2020,Exempt,BIG CEDAR LLC DBA BIG CEDAR LODGE,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ridgedale,Missouri,65739,7673,0,6,6,0,0,0,Missouri,No,$10.00 - $11.99
2020,2nd Half,BIG EASY FOODS,31-33,Manufacturing,53,Transportation and Material Moving Occupations,Lake Charles,Louisiana,70605,9380,60,0,60,0,0,0,Louisiana,Yes,$10.00 - $11.99
2020,Exempt,BIG O ENTERTAINMENT LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Astatula,Florida,34705,223,0,0,0,0,11,11,Ohio,No,$9.99 and under
2020,1st Half,BIG ROCK AMUSEMENTS LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Chesaning,Michigan,48616,9303,60,0,60,0,0,0,Michigan,Yes,$9.99 and under
2020,Exempt,BIG ROCK AMUSEMENTS LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Frankenmuth,Michigan,48734,9303,0,5,5,0,0,0,Michigan,No,$9.99 and under
2020,Exempt,BIG ROCK AMUSEMENTS LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Mount Pleasant,Tennessee,38474,9303,0,8,8,0,0,0,Michigan,No,$9.99 and under
2020,2nd Half,BIG SKY INC DBA BIG SKY TENT & PAR,53,Real Estate and Rental and Leasing,53,Transportation and Material Moving Occupations,Vineyard Haven,Massachusetts,2568,9242,10,0,10,0,0,0,Massachusetts,Yes,$18.00 - $19.99
2020,2nd Half,BILL JOHNSTON LANDSCAPE COMPANY,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,9976,12,0,12,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2020,2nd Half,BILTMORE COMPANY,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Asheville,North Carolina,28803,1945,41,0,41,0,0,0,North Carolina,Yes,$12.00 - $13.99
2020,2nd Half,BIRD AND BETTYS LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Richmond,Virginia,23223,691,15,0,15,0,0,0,New Jersey,Yes,$12.00 - $13.99
2020,2nd Half,BISHOP AMUSEMENT RIDES,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,San Antonio,Texas,78221,6323,25,0,25,0,0,0,Texas,Yes,$9.99 and under
2020,Exempt,BISHOP AMUSEMENT RIDES,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,San Antonio,Texas,78221,6323,0,4,4,0,0,0,Texas,No,$9.99 and under
2020,Exempt,BLACK CONSTRUCTION CORP,N/A,,N/A,,Barrigada,Guam,96921,4616,0,104,104,0,0,0,N/A,No,N/A
2020,Exempt,BLACK CONSTRUCTION CORP,N/A,,N/A,,Barrigada,Guam,96921,4616,347,0,347,0,0,0,N/A,Yes,N/A
2020,2nd Half,BLACK WHALE BAR AND FISH HOUSE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Richmond,Virginia,23223,3701,12,0,12,0,0,0,New Jersey,Yes,$12.00 - $13.99
2020,2nd Half,BLACKMORE & BUCKNER ROOFING A TECT,23,Construction,47,Construction and Extraction Occupations,Noblesville,Indiana,46060,9270,8,0,8,0,0,0,Indiana,Yes,$14.00 - $15.99
2020,2nd Half,BLADE RUNNERS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,2010,45,0,45,0,0,0,Virginia,Yes,$14.00 - $15.99
2020,2nd Half,BLAND LANDSCAPING CO INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Apex,North Carolina,27502,9284,24,0,24,0,0,0,North Carolina,Yes,$12.00 - $13.99
2020,Exempt,BLAZE BAR HARBOR LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Blue Hill,Maine,4614,1819,5,0,5,0,0,0,Maine,No,$12.00 - $13.99
2020,Exempt,BLD1110NDT#1 BRIGHTVIEW LANDSCAPE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Blue Bell,Pennsylvania,19422,9123,0,17,17,0,0,0,Colorado,No,$16.00 - $17.99
2020,Exempt,BLD1160 BRIGHTVIEW LANDSCAPE DEV I,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Blue Bell,Pennsylvania,19422,9813,0,0,0,0,21,21,Arizona,No,$12.00 - $13.99
2020,2nd Half,BLD1170 BRIGHTVIEW LANDSCAPE DEV I,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Blue Bell,Pennsylvania,19422,9813,15,0,15,0,0,0,Arizona,Yes,$12.00 - $13.99
2020,2nd Half,BLOODSTONE TRS LLC FOR DIAMONDROCK,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Burlington,Vermont,5401,499,6,0,6,0,0,0,Vermont,Yes,$12.00 - $13.99
2020,2nd Half,BLOOM FLORALSCAPES LLC,54,Professional and Technical Services,37,Building and Grounds Cleaning and Maintenance Occupations,Denver,Colorado,80210,6720,21,0,21,0,0,0,Colorado,Yes,$16.00 - $17.99
2020,2nd Half,BLOOM LAWN & LANDSCAPE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ballwin,Missouri,63011,4211,8,0,8,0,0,0,Missouri,Yes,$14.00 - $15.99
2020,2nd Half,BLOOMS RELAX LAWNSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Youngstown,New York,14174,5187,4,0,4,0,0,0,New York,Yes,$14.00 - $15.99
2020,1st Half,BLOSSOM CLEANING & MULTI SVCS LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Tallahassee,Florida,32301,2667,33,0,33,0,0,0,Florida,Yes,$9.99 and under
2020,2nd Half,BLUBAUGH ENTERPRISES INC,56,Administrative and Waste Services,53,Transportation and Material Moving Occupations,Westbury,New York,11590,4540,6,0,6,0,0,0,Kansas,Yes,$14.00 - $15.99
2020,2nd Half,BLUE HAWAIIAN POOLS LLC,23,Construction,47,Construction and Extraction Occupations,Jackson,Tennessee,38305,6535,17,0,17,0,0,0,Tennessee,Yes,$14.00 - $15.99
2020,1st Half,BLUE HAWAIIAN POOLS LLC,23,Construction,47,Construction and Extraction Occupations,Jackson,Tennessee,38305,6535,9,0,9,0,0,0,Tennessee,Yes,$14.00 - $15.99
2020,2nd Half,BLUE LAGOON POOLS LLC,56,Administrative and Waste Services,47,Construction and Extraction Occupations,Lovingston,Virginia,22949,6341,6,0,6,0,0,0,Pennsylvania,Yes,$18.00 - $19.99
2020,2nd Half,BLUE PEAK TENTS,53,Real Estate and Rental and Leasing,53,Transportation and Material Moving Occupations,Batavia,Illinois,60510,8616,12,0,12,0,0,0,Illinois,Yes,$14.00 - $15.99
2020,2nd Half,BLUE RIDGE PROPERTY SERVICES LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Warrenton,Virginia,20188,3889,5,0,5,0,0,0,Virginia,Yes,$14.00 - $15.99
2020,1st Half,BLUE SKIES LANDSCAPE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Baton Rouge,Louisiana,70835,4285,0,42,42,0,0,0,Louisiana,Yes,$12.00 - $13.99
2020,2nd Half,BLUE SKY LANDSCAPING LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,3026,12,0,12,0,0,0,Virginia,Yes,$14.00 - $15.99
2020,1st Half,BLUE STAR GROWERS INC,48-49,Transportation and Warehousing,53,Transportation and Material Moving Occupations,Lacey,Washington,98516,8410,40,0,40,0,0,0,Washington,No,$12.00 - $13.99
2020,1st Half,BLUE STAR GROWERS INC,48-49,Transportation and Warehousing,53,Transportation and Material Moving Occupations,Lacey,Washington,98516,8410,10,0,10,0,0,0,Washington,Yes,$12.00 - $13.99
2020,Exempt,BME & SON S INC,N/A,,N/A,,Barrigada,Guam,96913,5903,0,3,3,0,0,0,N/A,No,N/A
2020,Exempt,BME & SON S INC,N/A,,N/A,,Barrigada,Guam,96921,5903,0,54,54,0,0,0,N/A,No,N/A
2020,Exempt,BME & SON S INC,N/A,,N/A,,Barrigada,Guam,96921,5903,53,0,53,10,0,10,N/A,Yes,N/A
2020,Exempt,BMJ STONE COMPANY LLC,42,Wholesale Trade,51,Production Occupations,Crossville,Tennessee,38557,3227,9,0,9,0,0,0,Tennessee,Yes,$14.00 - $15.99
2020,1st Half,BMJ STONE COMPANY LLC,42,Wholesale Trade,51,Production Occupations,Crossville,Tennessee,38557,3227,10,0,10,0,0,0,Tennessee,Yes,$12.00 - $13.99
2020,Exempt,BO MAR ENTERPRISES INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Kalamazoo,Michigan,49009,905,1,0,1,0,0,0,Indiana,No,$12.00 - $13.99
2020,Exempt,BO MAR ENTERPRISES INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Kalamazoo,Michigan,49009,905,1,0,1,0,0,0,Ohio,No,$10.00 - $11.99
2020,2nd Half,BOB CULTRONA LANDSCAPING CO,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Glenwillow,Ohio,44139,2452,10,0,10,0,0,0,Ohio,Yes,$14.00 - $15.99
2020,2nd Half,BOB JACKSON LANDSCAPES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,5378,19,0,19,0,0,0,Maryland,Yes,$16.00 - $17.99
2020,2nd Half,BOBS TREE PRESERVATION INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Scott,Louisiana,70583,1352,9,0,9,0,0,0,Louisiana,Yes,$10.00 - $11.99
2020,1st Half,BOCA BAY PASS CLUB CORP,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Grande,Florida,33921,9060,0,11,11,0,0,0,Florida,No,$12.00 - $13.99
2020,1st Half,BOCA BAY PASS CLUB CORP,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Grande,Florida,33921,9060,5,0,5,0,0,0,Florida,Yes,$12.00 - $13.99
2020,1st Half,BOCA BAY PASS CLUB CORP,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Grande,Florida,33921,9060,0,3,3,0,0,0,Florida,No,$10.00 - $11.99
2020,1st Half,BOCA GROVE GOLF AND TENNIS CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33433,7326,8,0,8,0,0,0,Florida,Yes,$12.00 - $13.99
2020,Exempt,BOCA GROVE GOLF AND TENNIS CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33433,7326,0,1,1,0,0,0,Florida,No,$12.00 - $13.99
2020,Exempt,BOCA RIO GOLF CLUB,71,"Arts, Entertainment, and Recreation",53,Transportation and Material Moving Occupations,Boca Raton,Florida,33433,1673,0,4,4,0,0,0,Florida,No,$10.00 - $11.99
2020,1st Half,BOCA RIO GOLF CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33433,1673,7,0,7,0,0,0,Florida,Yes,$12.00 - $13.99
2020,Exempt,BOCA RIO GOLF CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33433,1673,0,14,14,0,0,0,Florida,No,$12.00 - $13.99
2020,Exempt,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33434,6122,0,14,14,0,0,0,Florida,No,$10.00 - $11.99
2020,1st Half,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33434,6122,83,0,83,0,0,0,Florida,Yes,$10.00 - $11.99
2020,Exempt,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33434,6122,0,51,51,0,0,0,Florida,No,$12.00 - $13.99
2020,1st Half,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33434,6122,98,0,98,0,0,0,Florida,Yes,$12.00 - $13.99
2020,Exempt,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33434,6122,0,10,10,0,0,0,Florida,No,$14.00 - $15.99
2020,1st Half,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33434,6122,8,0,8,0,0,0,Florida,Yes,$14.00 - $15.99
2020,Exempt,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33434,6122,0,5,5,0,0,0,Florida,No,$18.00 - $19.99
2020,1st Half,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33434,6122,9,0,9,0,0,0,Florida,Yes,$18.00 - $19.99
2020,Exempt,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Boca Raton,Florida,33434,6122,0,3,3,0,0,0,Florida,No,$10.00 - $11.99
2020,1st Half,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Boca Raton,Florida,33434,6122,11,0,11,0,0,0,Florida,Yes,$10.00 - $11.99
2020,Exempt,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Boca Raton,Florida,33434,6122,0,10,10,0,0,0,Florida,No,$12.00 - $13.99
2020,1st Half,BOCA WEST COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Boca Raton,Florida,33434,6122,59,0,59,0,0,0,Florida,Yes,$12.00 - $13.99
2020,Exempt,BOCA WOODS COUNTRY CLUB ASSOC INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boca Raton,Florida,33428,777,0,16,16,0,0,0,Florida,No,$12.00 - $13.99
2020,1st Half,BOCAGE CRAWFISH LLC,31-33,Manufacturing,53,Transportation and Material Moving Occupations,Crowley,Louisiana,70526,4406,75,0,75,0,0,0,Louisiana,Yes,$9.99 and under
2020,Exempt,BODDEN CADDELL INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Port Isabel,Texas,78578,806,0,0,0,19,0,19,Texas,Yes,$10.00 - $11.99
2020,1st Half,BOGUEY CONCESSIONS LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Palm Desert,California,92211,6733,45,0,45,0,0,0,California,Yes,$9.99 and under
2020,2nd Half,BOHICKET HOSPITALITY LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Johns Island,South Carolina,29455,4637,7,0,7,0,0,0,South Carolina,Yes,$9.99 and under
2020,2nd Half,BOLLMAN LANDSCAPE MANAGEMENT LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Gansevoort,New York,12831,2490,6,0,6,0,0,0,New York,Yes,$16.00 - $17.99
2020,1st Half,BONITA BAY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Bonita Springs,Florida,34134,5624,0,8,8,0,0,0,Florida,No,$12.00 - $13.99
2020,1st Half,BONUMS OYSTER COMPANY INC,31-33,Manufacturing,51,Production Occupations,Hague,Virginia,22469,4648,110,0,110,0,0,0,Virginia,Yes,$12.00 - $13.99
2020,Exempt,BOOKSTORE & RESTAURANT INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Wellfleet,Massachusetts,2667,267,0,3,3,0,0,0,Massachusetts,No,$16.00 - $17.99
2020,2nd Half,BOOTHBAY HARBOR YACHT CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Lovingston,Virginia,22949,2215,10,0,10,0,0,0,Maine,Yes,$12.00 - $13.99
2020,2nd Half,BOREAL PROPERTY MGMT,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Jackson,Wyoming,83001,5145,10,0,10,0,0,0,Wyoming,Yes,$16.00 - $17.99
2020,2nd Half,BORST LANDSCAPE & DESIGN INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Allendale,New Jersey,7401,5413,19,0,19,0,0,0,New Jersey,Yes,$16.00 - $17.99
2020,Exempt,BOUGHTON HOTEL CORP DBA THE COLONY,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Kennebunkport,Maine,4046,1923,6,0,6,0,0,0,Maine,No,$14.00 - $15.99
2020,Exempt,BOUGHTON HOTEL CORP DBA THE COLONY,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Kennebunkport,Maine,4046,1923,13,0,13,0,0,0,Maine,No,$12.00 - $13.99
2020,1st Half,BOYD BILOXI LLC D/B/A IP CASINO RE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Biloxi,Mississippi,39530,4774,15,0,15,0,0,0,Mississippi,Yes,$9.99 and under
2020,1st Half,BOYD BILOXI LLC D/B/A IP CASINO RE,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Biloxi,Mississippi,39530,4774,60,0,60,0,0,0,Mississippi,Yes,$9.99 and under
2020,1st Half,BOYD RACING LLC DBA DELTA DOWNS RA,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Vinton,Louisiana,70668,1472,12,0,12,0,0,0,Louisiana,Yes,$10.00 - $11.99
2020,1st Half,BOYDS SEAFOOD INC,31-33,Manufacturing,51,Production Occupations,Texas City,Texas,77592,6287,45,0,45,0,0,0,Texas,Yes,$12.00 - $13.99
2020,1st Half,BOYKIN MGMT CO DBA PINK SHELL BEAC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Fort Myers Beach,Florida,33931,6174,11,0,11,0,0,0,Florida,Yes,$10.00 - $11.99
2020,2nd Half,BOYNTON CANYON MGMT CO DBA ENCHANT,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sedona,Arizona,86336,7322,25,0,25,0,0,0,Arizona,Yes,$12.00 - $13.99
2020,1st Half,BRADFORD SNOW & ICE MANAGEMENT INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Downingtown,Pennsylvania,19335,3029,21,0,21,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2020,Exempt,BRADFORD SNOW & ICE MANAGEMENT INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Downingtown,Pennsylvania,19335,3029,0,10,10,0,0,0,Pennsylvania,No,$14.00 - $15.99
2020,Exempt,BRADFORD SNOW AND ICE MANAGEMENT I,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Downingtown,Pennsylvania,19335,3029,0,6,6,0,0,0,Pennsylvania,Yes,$16.00 - $17.99
2020,Exempt,BRADFORD SNOW AND ICE MANAGEMENT I,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Downingtown,Pennsylvania,19335,3029,0,9,9,0,0,0,Pennsylvania,No,$16.00 - $17.99
2020,2nd Half,BRADLEY T CHAMBERS INC DBA MILLIE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Mackinac Island,Michigan,49757,2215,4,0,4,0,0,0,Michigan,Yes,$10.00 - $11.99
2020,Exempt,BRADLEY T CHAMBERS INC DBA MILLIE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Mackinac Island,Michigan,49757,2215,0,2,2,0,0,0,Michigan,No,$10.00 - $11.99
